Unnamed: 0,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats
1095,Fiat Avventura MULTIJET Active,3.47,73818.0,Diesel,Manual,1,2014.0,2498.0,6.0
1096,Honda Jazz 1.2 V AT i VTEC,6.9,27200.0,Petrol,Automatic,1,2017.0,1462.0,5.0
1097,Mahindra Thar CRDe,7.72,46365.0,Diesel,Manual,1,2017.0,1461.0,5.0
1098,Maruti Ciaz Alpha BSIV,8.72,82496.0,Petrol,Manual,1,2019.0,1248.0,5.0
1099,Renault Duster 110PS Diesel RxL AMT,6.51,73656.0,Diesel,Automatic,1,2016.0,1493.0,7.0
1100,Maruti Ciaz ZDi SHVS,5.43,92530.0,Diesel,Manual,1,2016.0,1368.0,5.0
1101,Mahindra TUV 300 mHAWK100 T8,6.58,68364.0,Diesel,Manual,2,2017.0,1197.0,5.0
1102,Jeep Compass 1.4 Sport,12.61,30224.0,Petrol,Manual,1,2018.0,1462.0,5.0
1103,Maruti Baleno 1.2 Alpha,5.85,88658.0,Petrol,Manual,1,2017.0,2498.0,6.0
1104,Maruti Vitara Brezza ZXI,10.53,26396.0,Petrol,Manual,1,2020.0,998.0,5.0
1105,Mahindra Thar CRDe,7.46,60020.0,Diesel,Manual,1,2017.0,1462.0,5.0
1106,Maruti Alto K10 2010-2014 VXI,2.68,55107.0,Petrol,Manual,1,2014.0,796.0,5.0
1107,Maruti Ciaz Alpha AT,12.43,3925.0,Petrol,Automatic,1,2022.0,1197.0,5.0
1108,Maruti Alto 800 LXI,3.23,21949.0,Petrol,Manual,1,2017.0,1995.0,5.0
1109,Maruti Swift Dzire VXI,5.0,41899.0,Petrol,Manual,1,2016.0,2400.0,5.0
1110,BMW 5 Series 520d Luxury Line,46.0,43000.0,Diesel,Automatic,1,2019.0,1950.0,5.0
1111,Volvo XC60 D5 Inscription,61.0,20000.0,Diesel,Automatic,1,2021.0,1968.0,5.0
1112,Mercedes-Benz GLC 220d 4MATIC,56.5,24000.0,Diesel,Automatic,1,2020.0,2987.0,5.0
1113,Audi Q3 35 TDI Quattro Premium Plus,17.5,39356.0,Diesel,Automatic,1,2015.0,2143.0,5.0
1114,Mercedes-Benz S-Class S 350 CDI,71.5,18000.0,Diesel,Automatic,1,2017.0,998.0,5.0
1115,Mercedes-Benz C-Class 220 CDI AT,13.75,40000.0,Diesel,Automatic,1,2013.0,1248.0,5.0
1116,Maruti Alto K10 VXI,3.15,30555.0,Petrol,Manual,1,2016.0,1197.0,5.0
1117,Maruti Ciaz VDi Plus SHVS,4.78,119878.0,Diesel,Manual,1,2015.0,1248.0,5.0
1118,Hyundai i20 1.2 Magna Opt,2.43,84557.0,Petrol,Manual,1,2011.0,1997.0,7.0
1119,Maruti Ciaz VDi Option SHVS,5.36,96528.0,Diesel,Manual,1,2017.0,999.0,5.0
1120,Mahindra XUV500 W10 1.99 mHawk,11.24,44081.0,Diesel,Manual,1,2017.0,1248.0,5.0
1121,Renault Kiger RXT AMT,7.75,6494.0,Petrol,Automatic,1,2021.0,998.0,5.0
1122,Maruti Swift VDI BSIV,3.4,118631.0,Diesel,Manual,1,2014.0,1198.0,5.0
1123,Maruti Alto K10 VXI,3.51,47133.0,Petrol,Manual,1,2018.0,1197.0,5.0
1124,Honda Amaze S i-VTEC,4.56,94025.0,Petrol,Manual,1,2017.0,998.0,5.0
1125,Hyundai i20 Magna 1.2,5.02,68841.0,Petrol,Manual,1,2016.0,1582.0,5.0
1126,Hyundai Venue SX Plus Turbo DCT BSIV,10.46,31952.0,Petrol,Automatic,1,2019.0,998.0,5.0
1127,Hyundai Creta 1.6 CRDi SX,11.3,66518.0,Diesel,Manual,2,2019.0,1582.0,5.0
1128,Hyundai Venue SX Plus Turbo DCT BSIV,10.53,26684.0,Petrol,Automatic,2,2019.0,1199.0,5.0
1129,Hyundai Creta 1.6 CRDi SX,7.9,38280.0,Diesel,Manual,1,2015.0,1197.0,5.0
1130,Tata Tiago 1.2 Revotron XZ,3.77,96392.0,Petrol,Manual,1,2017.0,2179.0,7.0
1131,Maruti Swift Dzire 1.2 ZXi BSIV,2.86,92613.0,Petrol,Manual,1,2011.0,1498.0,5.0
1132,Mahindra Scorpio S7 120,11.78,40011.0,Diesel,Manual,1,2018.0,1396.0,5.0
1133,Honda City i DTEC VX,5.33,98772.0,Diesel,Manual,2,2015.0,1248.0,5.0
1134,Hyundai i20 Asta 1.4 CRDi,3.5,38931.0,Diesel,Manual,1,2013.0,1396.0,5.0
1135,Maruti Swift LDI BSIV,4.27,82392.0,Diesel,Manual,1,2017.0,2179.0,7.0
1136,Hyundai i20 1.4 Asta,5.72,96805.0,Diesel,Manual,1,2017.0,998.0,5.0
1137,Mahindra Scorpio S5 BSIV,9.98,68307.0,Diesel,Manual,1,2018.0,1197.0,5.0
1138,Maruti Wagon R LXI BS IV,3.75,30404.0,Petrol,Manual,1,2016.0,1248.0,5.0
1139,Maruti Baleno 1.2 Alpha,6.3,36438.0,Petrol,Manual,2,2018.0,2179.0,7.0
1140,Maruti Swift VDI BSIV,3.76,115206.0,Diesel,Manual,1,2015.0,1451.0,5.0
1141,Mahindra XUV500 W6 2WD,6.23,104537.0,Diesel,Manual,1,2015.0,2755.0,7.0
1142,MG Hector Sharp DCT,16.13,29827.0,Petrol,Automatic,2,2019.0,1968.0,5.0
1143,Toyota Innova Crysta 2.8 GX AT BSIV,15.75,55000.0,Diesel,Automatic,1,2017.0,3198.0,7.0
1144,Audi A6 35 TDI,24.5,68000.0,Diesel,Automatic,1,2016.0,2755.0,7.0
1145,Ford Endeavour 3.2 Titanium AT 4X4,28.75,80000.0,Diesel,Automatic,1,2018.0,814.0,5.0
1146,Toyota Innova Crysta 2.8 GX AT BSIV,19.45,55000.0,Diesel,Automatic,1,2019.0,1497.0,5.0
1147,Hyundai EON Era Plus,2.3,67885.0,Petrol,Manual,1,2013.0,998.0,5.0
1148,Kia Seltos HTX IVT G,16.5,28000.0,Petrol,Automatic,1,2021.0,1197.0,5.0
1149,Hyundai EON 1.0 Era Plus,2.3,48421.0,Petrol,Manual,1,2013.0,1582.0,5.0
1150,Maruti Swift Dzire VXI,4.25,49000.0,Petrol,Manual,1,2014.0,1995.0,5.0
1151,Hyundai Verna 1.6 SX,4.5,75000.0,Diesel,Manual,1,2013.0,1198.0,5.0
1152,BMW 5 Series 520d Sport Line,40.5,55000.0,Diesel,Automatic,2,2018.0,1493.0,5.0
1153,Honda Amaze S Option i-VTEC,4.71,6357.0,Petrol,Manual,1,2017.0,1199.0,5.0
1154,Hyundai Venue SX Opt Executive Diesel,10.24,24237.0,Diesel,Manual,1,2022.0,2755.0,7.0
1155,Honda Amaze E Petrol,5.89,10282.0,Petrol,Manual,1,2020.0,1396.0,5.0
1156,Toyota Innova Crysta 2.8 ZX AT BSIV,17.1,111337.0,Diesel,Automatic,1,2018.0,1582.0,5.0
1157,Hyundai Venue SX Opt Diesel BSIV,9.82,64104.0,Diesel,Manual,1,2019.0,1968.0,5.0
1158,Hyundai Verna 1.6 CRDi SX,5.6,42234.0,Diesel,Manual,2,2016.0,1197.0,5.0
1159,Audi Q5 30 TDI quattro Premium,14.75,80000.0,Diesel,Automatic,3,2015.0,1197.0,5.0
1160,Maruti Ignis Sigma,5.02,2294.0,Petrol,Manual,1,2022.0,1396.0,5.0
1161,Maruti Baleno Delta,6.31,38736.0,Petrol,Manual,1,2020.0,998.0,5.0
1162,Hyundai i20 Asta 1.4 CRDi,3.81,130432.0,Diesel,Manual,1,2014.0,2694.0,7.0
1163,Hyundai Venue SX Opt iMT,11.5,10000.0,Petrol,Manual,1,2021.0,2967.0,5.0
1164,Toyota Fortuner 2.7 2WD AT,31.0,44000.0,Petrol,Automatic,2,2019.0,1086.0,5.0
1165,Audi Q5 3.0 TDI Quattro,9.95,68000.0,Diesel,Automatic,3,2011.0,2967.0,5.0
1166,Hyundai i10 Magna 1.1L,2.25,38000.0,Petrol,Manual,1,2011.0,1197.0,5.0
1167,Audi Q5 3.0 TDI Quattro Technology,21.0,35000.0,Diesel,Automatic,1,2015.0,2179.0,7.0
1168,Maruti Swift Dzire VXI 1.2 BS IV,6.5,65000.0,Petrol,Manual,1,2019.0,1582.0,5.0
1169,Mahindra Scorpio S5,15.85,12001.0,Diesel,Manual,1,2022.0,2967.0,7.0
1170,Hyundai Creta 1.6 SX Automatic Diesel,14.25,36000.0,Diesel,Automatic,2,2020.0,1969.0,5.0
1171,Audi Q7 45 TDI Quattro Premium Plus,18.75,43000.0,Diesel,Automatic,2,2014.0,1968.0,5.0
1172,Volvo XC60 Inscription D5,60.0,7500.0,Diesel,Automatic,1,2020.0,1798.0,5.0
1173,Audi Q3 2.0 TDI Quattro Premium Plus,13.0,56500.0,Diesel,Automatic,1,2014.0,1582.0,5.0
1174,Audi A6 35 TFSI Matrix,36.75,30000.0,Petrol,Automatic,1,2018.0,1950.0,5.0
1175,Hyundai Verna CRDi 1.6 AT SX Plus,10.0,63500.0,Diesel,Automatic,1,2017.0,1995.0,5.0
1176,Mercedes-Benz C-Class Progressive C 220d,41.0,26500.0,Diesel,Automatic,1,2019.0,2179.0,7.0
1177,BMW X1 xDrive 20d xLine,28.5,38500.0,Diesel,Automatic,1,2018.0,1498.0,5.0
1178,Mahindra XUV500 R W10 FWD,8.9,65000.0,Diesel,Manual,1,2015.0,1493.0,5.0
1179,Honda Amaze VX CVT Diesel,9.25,44500.0,Diesel,Automatic,1,2019.0,2993.0,5.0
1180,Hyundai i20 Sportz Diesel,9.75,15500.0,Diesel,Manual,1,2022.0,1991.0,5.0
1181,BMW X5 xDrive 30d xLine,100.0,20500.0,Diesel,Automatic,1,2022.0,1995.0,5.0
1182,Mercedes-Benz E-Class Expression E 200 BSIV,44.0,65000.0,Petrol,Automatic,1,2018.0,2143.0,5.0
1183,BMW 3 Series 320d GT Luxury Line,18.5,64593.0,Diesel,Automatic,3,2014.0,2755.0,7.0
1184,Mercedes-Benz E-Class E250 CDI Avantgarde,22.0,63203.0,Diesel,Automatic,2,2015.0,1995.0,4.0
1185,Toyota Fortuner 2.8 2WD AT,29.0,60500.0,Diesel,Automatic,1,2017.0,1248.0,7.0
1186,BMW 6 Series GT 620d Luxury Line 2019-2021,60.5,50000.0,Diesel,Automatic,1,2020.0,796.0,5.0
1187,Maruti Ertiga ZDI,6.0,43000.0,Diesel,Manual,2,2014.0,2987.0,7.0
1188,Maruti Alto 800 LXI,3.07,31458.0,Petrol,Manual,1,2021.0,1582.0,5.0
1189,Mercedes-Benz GLS 350d 4MATIC,52.0,70000.0,Diesel,Automatic,2,2016.0,998.0,5.0
1190,Hyundai Elantra CRDi S,5.25,70372.0,Diesel,Manual,1,2013.0,624.0,4.0
1191,Maruti Wagon R LXI CNG,1.9,129325.0,Cng,Manual,1,2012.0,1991.0,5.0
1192,Tata Nano Twist XT,1.0,59290.0,Petrol,Manual,4,2015.0,2993.0,5.0
1193,Mercedes-Benz GLC 200,61.0,15000.0,Petrol,Automatic,1,2021.0,1968.0,5.0
1194,BMW X6 xDrive 40d M Sport,37.9,75000.0,Diesel,Automatic,2,2015.0,2143.0,5.0
1195,Audi Q5 2.0 TDI Premium Plus,16.0,94002.0,Diesel,Automatic,2,2014.0,2494.0,5.0
1196,Mercedes-Benz C-Class C 220 CDI Avantgarde,11.9,90004.0,Diesel,Automatic,3,2014.0,2993.0,5.0
1197,Toyota Camry 2.5 Hybrid,23.5,47000.0,Petrol,Automatic,1,2017.0,1498.0,5.0
1198,BMW X5 xDrive 30d M Sport,29.0,83005.0,Diesel,Automatic,2,2014.0,1595.0,5.0
1199,Ford Ecosport 1.5 Diesel Titanium,4.75,62500.0,Diesel,Manual,1,2015.0,2143.0,5.0
1200,Mercedes-Benz B Class B180 Sports,12.9,67000.0,Petrol,Automatic,2,2013.0,1197.0,5.0
1201,Mercedes-Benz GLE 250d,36.5,64000.0,Diesel,Automatic,1,2016.0,2967.0,4.0
1202,Maruti Swift ZXI BSIV,4.41,39889.0,Petrol,Manual,2,2017.0,1997.0,5.0
1203,Audi A8 L 50 TDI Quattro Premium Plus,42.0,81250.0,Diesel,Automatic,1,2015.0,1498.0,5.0
1204,Jaguar F-Pace 2.0 R-Dynamic S Diesel,74.0,9900.0,Diesel,Automatic,1,2021.0,1498.0,5.0
1205,Ford Ecosport 1.5 Diesel Titanium Plus,5.25,43000.0,Diesel,Manual,1,2016.0,1998.0,5.0
1206,MG Astor Sharp CVT,17.25,2400.0,Petrol,Automatic,1,2022.0,2993.0,4.0
1207,BMW X4 xDrive30i M Sport Silver Shadow Edition,74.5,7600.0,Petrol,Automatic,1,2022.0,1798.0,5.0
1208,Jaguar XJ 3.0L LWB Ultimate,22.9,79004.0,Diesel,Automatic,2,2012.0,2143.0,5.0
1209,Toyota Corolla Altis VL AT,8.75,99300.0,Petrol,Automatic,2,2015.0,2987.0,5.0
1210,Mercedes-Benz M-Class ML 250 CDI,21.9,80000.0,Diesel,Automatic,2,2014.0,4367.0,5.0
1211,Mercedes-Benz S-Class S 350 CDI,51.0,40000.0,Diesel,Automatic,1,2015.0,1968.0,5.0
1212,Land Rover Range Rover Vogue SE 4.4 SDV8,35.25,87002.0,Diesel,Automatic,2,2013.0,1968.0,5.0
1213,Audi Q5 2.0 TDI Premium Plus,14.25,94002.0,Diesel,Automatic,2,2013.0,2487.0,5.0
1214,Audi A6 2.0 TDI Premium Plus,14.25,82005.0,Diesel,Automatic,2,2013.0,4367.0,5.0
1215,Toyota Camry Hybrid 2.5,40.9,20000.0,Petrol,Automatic,1,2019.0,1998.0,5.0
1216,Land Rover Range Rover Vogue SE 4.4 SDV8,39.75,95004.0,Diesel,Automatic,1,2013.0,1498.0,5.0
1217,BMW X1 sDrive20i xLine,28.1,68753.0,Petrol,Automatic,2,2019.0,1956.0,5.0
1218,Ford Ecosport 1.5 DV5 MT Titanium,4.75,62500.0,Diesel,Manual,1,2015.0,1582.0,5.0
1219,Jeep Compass 2.0 Sport Plus BSIV,15.75,62000.0,Diesel,Manual,1,2019.0,1498.0,5.0
1220,Hyundai Creta 1.6 CRDi AT S Plus,8.95,85000.0,Diesel,Automatic,1,2017.0,1248.0,5.0
1221,Honda WR-V i-DTEC VX,6.99,58000.0,Diesel,Manual,1,2017.0,2143.0,5.0
1222,Maruti Baleno 1.3 Zeta,6.2,55500.0,Diesel,Manual,1,2018.0,1248.0,5.0
1223,Mercedes-Benz GLE 250d,44.0,49000.0,Diesel,Automatic,1,2017.0,1956.0,5.0
1224,Maruti Baleno 1.3 Zeta,6.25,54000.0,Diesel,Manual,1,2018.0,1956.0,5.0
1225,Tata Harrier XM,12.5,32500.0,Diesel,Manual,1,2019.0,1950.0,5.0
1226,Tata Harrier XM,12.6,33500.0,Diesel,Manual,1,2019.0,0.0,5.0
1227,Mercedes-Benz E-Class Expression E 220 d BSIV,58.0,17000.0,Diesel,Automatic,1,2020.0,1950.0,5.0
1228,MG ZS EV Exclusive,21.1,38000.0,Electric,Automatic,1,2020.0,1950.0,5.0
1229,Mercedes-Benz C-Class Progressive C 200,36.5,16500.0,Petrol,Automatic,1,2018.0,1998.0,5.0
1230,Mercedes-Benz E-Class Exclusive E 220d,76.25,2000.0,Diesel,Automatic,1,2022.0,1950.0,5.0
1231,Mini Cooper D,18.9,29000.0,Diesel,Automatic,2,2014.0,1197.0,5.0
1232,Mercedes-Benz C-Class Progressive C 220d,39.0,24000.0,Diesel,Automatic,2,2020.0,1995.0,5.0
1233,Maruti Swift LXI,4.83,37229.0,Petrol,Manual,1,2020.0,2179.0,7.0
1234,BMW X3 xDrive 20d Luxury Line,60.0,19000.0,Diesel,Automatic,1,2021.0,1968.0,5.0
1235,Mahindra XUV500 W6 2WD,4.31,90928.0,Diesel,Manual,1,2013.0,1373.0,7.0
1236,Audi A3 35 TDI Premium Plus,25.8,39000.0,Diesel,Automatic,1,2020.0,1950.0,5.0
1237,Maruti Ertiga VXI CNG,7.25,44000.0,Cng,Manual,1,2016.0,1399.0,5.0
1238,Mercedes-Benz C-Class Progressive C 200,49.9,12000.0,Petrol,Automatic,1,2021.0,1497.0,5.0
1239,Ford Figo Diesel Titanium,1.93,86483.0,Diesel,Manual,3,2014.0,1598.0,5.0
1240,Honda City Edge Edition SV,9.0,20000.0,Petrol,Manual,1,2019.0,1950.0,5.0
1241,Renault Duster Petrol RxL,5.75,49000.0,Petrol,Manual,2,2017.0,2755.0,7.0
1242,Mercedes-Benz C-Class Progressive C 200,47.9,12000.0,Petrol,Automatic,1,2021.0,1197.0,5.0
1243,Toyota Innova Crysta 2.8 GX AT BSIV,18.75,26000.0,Diesel,Automatic,1,2018.0,1248.0,5.0
1244,Toyota Glanza G,6.06,40252.0,Petrol,Manual,1,2020.0,1997.0,5.0
1245,Maruti Swift VDI BSIV,3.23,97947.0,Diesel,Manual,2,2014.0,1582.0,5.0
1246,Land Rover Range Rover Velar R-Dynamic S Petrol MY21,85.0,38000.0,Petrol,Automatic,1,2020.0,1197.0,5.0
1247,Hyundai Creta 1.6 CRDi AT SX Plus,7.16,150715.0,Diesel,Automatic,1,2015.0,1968.0,5.0
1248,Hyundai i10 Sportz,1.58,102820.0,Petrol,Manual,1,2010.0,1996.0,7.0
1249,Skoda New Laura Ambiente 2.0 TDI CR AT,2.53,109403.0,Diesel,Automatic,3,2012.0,1462.0,7.0
1250,MG Gloster Savvy 7-Str,39.65,11000.0,Diesel,Automatic,2,2021.0,1197.0,5.0
1251,Maruti Ertiga VXI AT,8.58,37377.0,Petrol,Automatic,1,2019.0,1461.0,5.0
1252,Maruti Swift Dzire VXI,3.67,84728.0,Petrol,Manual,2,2015.0,1969.0,5.0
1253,Renault Duster 85PS Diesel RxE,3.24,53548.0,Diesel,Manual,2,2013.0,1968.0,5.0
1254,Volvo S90 D4 Inscription BSIV,44.75,20000.0,Diesel,Automatic,1,2018.0,1197.0,5.0
1255,Audi A6 2.0 TDI,16.19,29397.0,Diesel,Automatic,1,2014.0,1997.0,7.0
1256,Hyundai Grand i10 Asta,4.06,30346.0,Petrol,Manual,1,2016.0,1248.0,5.0
1257,Mahindra XUV500 W10 1.99 mHawk,10.63,42119.0,Diesel,Manual,1,2017.0,1248.0,5.0
1258,Maruti Swift Dzire VDI,3.27,120450.0,Diesel,Manual,2,2014.0,1451.0,5.0
1259,Maruti Swift LDI BSIV,2.67,148393.0,Diesel,Manual,3,2014.0,2993.0,5.0
1260,MG Hector Hybrid Sharp MT,13.39,21549.0,Petrol,Manual,1,2020.0,1248.0,5.0
1261,BMW X5 xDrive 30d,29.75,85000.0,Diesel,Automatic,2,2015.0,1799.0,5.0
1262,Maruti Vitara Brezza VDi Option,5.9,90468.0,Diesel,Manual,1,2016.0,1497.0,5.0
1263,Honda Civic ZX BSIV,15.56,20900.0,Petrol,Automatic,1,2019.0,1950.0,5.0
1264,Hyundai Creta SX,13.87,19234.0,Petrol,Manual,1,2021.0,1497.0,5.0
1265,Mercedes-Benz GLC Coupe 300d 4MATIC,71.5,24900.0,Diesel,Automatic,1,2021.0,1493.0,5.0
1266,Tata Nexon 1.5 Revotorq XZA Plus DualTone,8.75,73269.0,Diesel,Automatic,1,2018.0,1353.0,5.0
1267,Kia Seltos HTX Plus D,15.25,48101.0,Diesel,Manual,1,2020.0,1997.0,5.0
1268,Kia Seltos GTX Plus,14.95,24001.0,Petrol,Manual,1,2020.0,1999.0,7.0
1269,Jaguar XF 2.0 Petrol Prestige,47.0,7500.0,Petrol,Automatic,1,2020.0,1956.0,5.0
1270,Hyundai Alcazar Platinum 7-Seater,19.49,9701.0,Petrol,Manual,1,2022.0,999.0,5.0
1271,Tata Harrier XZA AT,19.9,27133.0,Diesel,Automatic,1,2021.0,4461.0,7.0
1272,Renault KWID Climber 1.0 AMT Opt,5.25,18270.0,Petrol,Automatic,1,2022.0,1373.0,5.0
1273,Toyota Land Cruiser VX,158.0,56000.0,Diesel,Automatic,1,2018.0,1197.0,5.0
1274,Maruti Ciaz VXi,5.5,50001.0,Petrol,Manual,1,2015.0,1197.0,5.0
1275,Maruti Swift VXI 2018,5.6,56681.0,Petrol,Manual,1,2018.0,1197.0,5.0
1276,Maruti Baleno Alpha,9.8,2755.0,Petrol,Manual,1,2022.0,2179.0,7.0
1277,Maruti Baleno 1.2 Alpha,6.5,46201.0,Petrol,Manual,1,2017.0,1197.0,5.0
1278,Mahindra XUV500 W10 2WD,9.5,85001.0,Diesel,Manual,1,2016.0,1993.0,5.0
1279,Hyundai Grand i10 AT Asta,4.65,64836.0,Petrol,Automatic,1,2015.0,1197.0,5.0
1280,Mercedes-Benz C-Class C 220d,62.0,4000.0,Diesel,Automatic,1,2022.0,1353.0,5.0
1281,Hyundai Grand i10 Nios AMT Sportz,6.9,24057.0,Petrol,Automatic,1,2020.0,1956.0,7.0
1282,Hyundai Creta SX Turbo Dualtone,16.95,49559.0,Petrol,Automatic,1,2020.0,1497.0,5.0
1283,Tata New Safari XZA Plus AT,23.5,10289.0,Diesel,Automatic,1,2022.0,1956.0,5.0
1284,Honda City i VTEC CVT VX,7.75,64000.0,Petrol,Automatic,1,2016.0,1451.0,5.0
1285,MG Hector Smart Diesel MT BSIV,14.5,54001.0,Diesel,Manual,2,2019.0,1798.0,5.0
1286,MG Hector Sharp DCT,18.25,27779.0,Petrol,Automatic,1,2021.0,1396.0,5.0
1287,Skoda Octavia 1.8 TSI AT Style Plus,13.49,70000.0,Petrol,Automatic,1,2017.0,2499.0,5.0
1288,Hyundai Creta 1.4 CRDi S,8.35,70000.0,Diesel,Manual,1,2017.0,1498.0,5.0
1289,Lexus NX 300h Luxury,48.0,49000.0,Petrol,Automatic,1,2019.0,2925.0,5.0
1290,Volkswagen Polo 1.5 TDI Trendline,4.1,115000.0,Diesel,Manual,1,2016.0,1462.0,6.0
1291,Mercedes-Benz S-Class S 350 d,47.75,13000.0,Diesel,Automatic,2,2014.0,1353.0,5.0
1292,Maruti XL6 Alpha AT,12.0,35000.0,Petrol,Automatic,1,2021.0,1798.0,5.0
1293,Kia Seltos GTX Plus DCT,18.95,3900.0,Petrol,Automatic,2,2021.0,2925.0,7.0
1294,Toyota Corolla Altis G AT,8.95,63000.0,Petrol,Automatic,1,2014.0,1968.0,5.0
1295,Mercedes-Benz GLS 400d 4MATIC,117.0,15000.0,Diesel,Automatic,2,2020.0,2143.0,5.0
1296,Audi A4 2.0 TDI,11.49,60000.0,Diesel,Automatic,1,2014.0,1998.0,5.0
1297,Mercedes-Benz C-Class C 220 CDI Avantgarde,12.45,23000.0,Diesel,Automatic,1,2013.0,2993.0,5.0
1298,BMW 5 Series 530i M Sport,66.0,6000.0,Petrol,Automatic,1,2022.0,1968.0,5.0
1299,BMW X5 xDrive 30d xLine,83.0,25000.0,Diesel,Automatic,1,2020.0,1950.0,5.0
1300,Audi Q3 2.0 TDI Quattro Premium Plus,12.5,64000.0,Diesel,Automatic,2,2014.0,1461.0,5.0
1301,Mercedes-Benz C-Class Progressive C 200,36.0,17000.0,Petrol,Automatic,1,2018.0,2184.0,4.0
1302,Renault Duster 110PS Diesel RxS AMT,6.95,40000.0,Diesel,Automatic,2,2016.0,1198.0,5.0
1303,Mahindra Thar LX 4-Str Convert Top Diesel AT,18.75,30000.0,Diesel,Automatic,1,2020.0,1451.0,5.0
1304,Honda Brio S MT,2.6,79000.0,Petrol,Manual,1,2012.0,1199.0,5.0
1305,MG Hector Sharp DCT,17.0,26000.0,Petrol,Automatic,1,2020.0,2967.0,7.0
1306,Honda Amaze S Petrol,6.4,25102.0,Petrol,Manual,1,2019.0,1198.0,5.0
1307,Audi Q7 45 TDI Quattro Technology,46.0,65000.0,Diesel,Automatic,1,2017.0,1197.0,5.0
1308,Volkswagen Polo Petrol Comfortline 1.2L,3.9,35000.0,Petrol,Manual,1,2014.0,1991.0,5.0
1309,Hyundai Grand i10 Magna,3.4,33000.0,Petrol,Manual,2,2014.0,2987.0,7.0
1310,Mercedes-Benz GLC 300 4MATIC Sport,48.1,29000.0,Petrol,Automatic,1,2019.0,1998.0,5.0
1311,Mercedes-Benz GLS 350d Grand Edition,59.5,45000.0,Diesel,Automatic,2,2016.0,2499.0,5.0
1312,BMW X3 xDrive 30i Luxury Line,45.0,25500.0,Petrol,Automatic,1,2018.0,2755.0,7.0
1313,Lexus NX 300h Luxury,48.25,48000.0,Petrol,Automatic,1,2019.0,1995.0,5.0
1314,Toyota Fortuner 2.8 4WD MT BSIV,24.45,100000.0,Diesel,Manual,1,2017.0,1498.0,5.0
1315,BMW 5 Series 520d Luxury Line,48.0,29000.0,Diesel,Automatic,1,2019.0,1198.0,5.0
1316,Nissan Sunny XV,2.85,83000.0,Petrol,Manual,1,2012.0,2498.0,7.0
1317,Nissan Micra XV,2.0,57000.0,Petrol,Manual,1,2011.0,2143.0,5.0
1318,Mahindra Thar 4X4,5.9,59000.0,Diesel,Manual,2,2014.0,2179.0,5.0
1319,Mercedes-Benz GLE 250d,56.0,45000.0,Diesel,Automatic,1,2019.0,2179.0,5.0
1320,Land Rover Range Rover Evoque 2.2L Prestige,25.9,69000.0,Diesel,Automatic,2,2014.0,2987.0,7.0
1321,Land Rover Range Rover Evoque 2.2L Prestige,29.9,69000.0,Diesel,Automatic,1,2015.0,5950.0,4.0
1322,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,34.9,79000.0,Diesel,Automatic,3,2015.0,2143.0,5.0
1323,Bentley Flying Spur W12,68.9,44000.0,Petrol,Automatic,1,2013.0,2967.0,5.0
1324,Mercedes-Benz GLC 220d 4MATIC Sport,38.9,69000.0,Diesel,Automatic,1,2017.0,2755.0,7.0
1325,Audi A6 3.0 TDI Quattro Premium Plus,11.25,68000.0,Diesel,Automatic,2,2013.0,1796.0,5.0
1326,Toyota Fortuner 2.8 2WD MT BSIV,31.0,60000.0,Diesel,Manual,1,2019.0,2477.0,7.0
1327,Mercedes-Benz C-Class C 200 CGI Elegance,8.25,86000.0,Petrol,Automatic,1,2011.0,1197.0,5.0
1328,Mitsubishi Pajero Sport 4X2 AT Dual Tone,16.45,39000.0,Diesel,Automatic,1,2017.0,1198.0,5.0
1329,Hyundai Grand i10 Nios Magna,6.25,12000.0,Petrol,Manual,2,2020.0,1999.0,5.0
1330,Honda Amaze EX i-Vtech,3.6,85000.0,Petrol,Manual,1,2014.0,1248.0,5.0
1331,Land Rover Discovery Sport TD4 HSE,29.5,120000.0,Diesel,Automatic,1,2016.0,2996.0,7.0
1332,Maruti SX4 S Cross Zeta DDiS 200 SH,7.51,90000.0,Diesel,Manual,1,2018.0,2993.0,5.0
1333,Mercedes-Benz GLS 400 4MATIC,62.5,80000.0,Petrol,Automatic,1,2017.0,1248.0,5.0
1334,BMW X5 xDrive 30d Expedition,56.5,34000.0,Diesel,Automatic,1,2019.0,1451.0,6.0
1335,Maruti Ciaz VDi Plus,4.65,72000.0,Diesel,Manual,1,2015.0,1950.0,5.0
1336,MG Hector Plus Sharp DCT,19.0,18000.0,Petrol,Automatic,1,2021.0,2143.0,5.0
1337,Mercedes-Benz C-Class Progressive C 200,47.9,11000.0,Petrol,Automatic,1,2021.0,1595.0,5.0
1338,Mercedes-Benz E-Class E250 CDI Avantgarde,25.9,60625.0,Diesel,Automatic,2,2016.0,1197.0,5.0
1339,Mercedes-Benz A Class A180 Sport,17.0,68000.0,Petrol,Automatic,1,2017.0,4663.0,5.0
1340,Maruti Baleno 1.2 CVT Delta,5.25,75000.0,Petrol,Automatic,1,2016.0,1968.0,5.0
1341,Mercedes-Benz S-Class S 500 L,49.0,70000.0,Petrol,Automatic,2,2015.0,2987.0,7.0
1342,Audi Q3 2.0 TDI Quattro Premium Plus,15.89,73000.0,Diesel,Automatic,1,2015.0,1968.0,5.0
