Unnamed: 0,car_name,car_prices_in_rupee,kms_driven,fuel_type,transmission,ownership,manufacture,engine,Seats,zscore
20,Maruti Ciaz Alpha Automatic BSIV,8.5,56000.0,Petrol,Automatic,1,2019.0,1462.0,5.0,-0.16106594542432393
21,Maruti Swift Dzire VXI,4.34,56568.0,Petrol,Manual,1,2014.0,1197.0,5.0,-0.3719239419714854
22,Renault KWID RXT,3.11,48872.0,Petrol,Manual,1,2017.0,799.0,5.0,-0.43426897460442015
23,Renault KWID RXL BSIV,3.7,17346.0,Petrol,Manual,1,2019.0,799.0,5.0,-0.40436363374797174
24,Jeep Compass 2.0 Limited Plus BSIV,15.88,15414.0,Diesel,Manual,1,2019.0,1956.0,5.0,0.21300425037328466
25,Hyundai Grand i10 1.2 Kappa Magna BSIV,5.41,21239.0,Petrol,Manual,1,2018.0,1197.0,5.0,-0.3176888322826722
26,Maruti Alto K10 LXI,2.23,62361.0,Petrol,Manual,1,2014.0,998.0,5.0,-0.4788735507970889
27,Hyundai Verna 1.6 VTVT S Option,5.88,79329.0,Petrol,Manual,2,2015.0,1591.0,5.0,-0.293865933634315
30,Maruti Swift Dzire VXI 1.2,6.12,51324.0,Petrol,Manual,1,2018.0,1197.0,5.0,-0.2817010492181326
31,Nissan Magnite XV Premium,7.44,5717.0,Petrol,Manual,1,2021.0,999.0,5.0,-0.21479418492912947
32,Honda City i VTEC CVT VX,8.39,46417.0,Petrol,Automatic,1,2016.0,1497.0,5.0,-0.1666415174484075
33,Honda Amaze S i-Vtech,4.2,100161.0,Petrol,Manual,1,2015.0,1198.0,5.0,-0.37902012454759176
34,Hyundai Grand i10 Sportz,4.91,35424.0,Petrol,Manual,1,2016.0,1197.0,5.0,-0.34303234148305217
35,Hyundai EON Era Plus,2.93,51085.0,Petrol,Manual,1,2017.0,814.0,5.0,-0.4433926379165569
36,Maruti Alto 800 LXI,2.98,30983.0,Petrol,Manual,1,2016.0,796.0,5.0,-0.4408582869965189
37,Renault KWID RXL,2.6,32681.0,Petrol,Manual,1,2016.0,799.0,5.0,-0.4601193539888077
38,Hyundai EON Magna Plus,2.38,57581.0,Petrol,Manual,2,2014.0,814.0,5.0,-0.47127049803697496
39,Honda Jazz 1.2 V AT i VTEC,6.05,39821.0,Petrol,Automatic,1,2016.0,1199.0,5.0,-0.2852491405061858
40,Maruti Alto 800 LXI,3.23,21186.0,Petrol,Manual,1,2018.0,796.0,5.0,-0.4281865323963289
41,Renault KWID RXL,3.26,34972.0,Petrol,Manual,1,2018.0,799.0,5.0,-0.42666592184430613
42,Honda Amaze S i-Vtech,4.21,46623.0,Petrol,Manual,2,2015.0,1198.0,5.0,-0.3785132543635842
43,Kia Seltos GTX Plus,15.53,18557.0,Petrol,Manual,1,2019.0,1353.0,5.0,0.1952637939330186
44,Jeep Compass 2.0 Limited,12.43,58463.0,Diesel,Manual,1,2017.0,1956.0,5.0,0.038134036890662734
45,MG Hector Plus Sharp DCT,18.5,5000.0,Petrol,Automatic,1,2020.0,1451.0,6.0,0.34580423858327575
46,Tata Harrier XZ BSIV,15.9,66000.0,Diesel,Manual,1,2019.0,1956.0,5.0,0.21401799074129985
47,Renault Duster Petrol RXS CVT,8.9,14000.0,Petrol,Automatic,1,2019.0,1498.0,5.0,-0.1407911380640199
48,BMW 5 Series 520d Luxury Line,43.0,61000.0,Diesel,Automatic,1,2019.0,1995.0,5.0,1.5876361894018949
49,Hyundai i20 1.4 Magna Executive,6.0,65392.0,Diesel,Manual,1,2017.0,1396.0,5.0,-0.28778349142622384
50,Mercedes-Benz CLA 200 CGI Sport,27.0,37000.0,Petrol,Automatic,1,2018.0,1991.0,5.0,0.7766438949897354
51,Maruti XL6 Zeta,10.9,9000.0,Petrol,Manual,1,2020.0,1462.0,6.0,-0.039417101262499976
52,Hyundai Grand i10 1.2 Kappa Sportz Option AT,5.9,32000.0,Petrol,Automatic,1,2017.0,1197.0,5.0,-0.2928521932662998
53,Mahindra XUV500 W8 2WD,6.5,68000.0,Diesel,Manual,1,2012.0,2179.0,7.0,-0.26243998222584386
54,Hyundai i20 Magna 1.2,6.75,13000.0,Petrol,Manual,1,2017.0,1197.0,5.0,-0.24976822762565384
55,Datsun RediGO AMT 1.0 T Option,3.7,30000.0,Petrol,Automatic,1,2020.0,999.0,5.0,-0.40436363374797174
56,Honda Brio VX AT,5.25,34300.0,Petrol,Automatic,1,2015.0,1198.0,5.0,-0.3257987552267938
57,Honda City i VTEC CVT SV,7.25,45000.0,Petrol,Automatic,1,2015.0,1497.0,5.0,-0.22442471842527387
58,Toyota Corolla Altis GL MT,8.5,37000.0,Petrol,Manual,1,2014.0,1798.0,5.0,-0.16106594542432393
59,Jeep Compass 1.4 Sport,14.0,50000.0,Petrol,Manual,1,2018.0,1368.0,5.0,0.1177126557798559
60,Volvo XC60 D4 Summum,15.0,105241.0,Diesel,Automatic,1,2015.0,1985.0,5.0,0.16839967418061585
61,Toyota Corolla Altis 1.8 G,13.9,54000.0,Petrol,Manual,1,2019.0,1798.0,5.0,0.11264395393977991
63,Hyundai Verna VTVT 1.6 SX,8.9,19600.0,Petrol,Manual,1,2019.0,1591.0,5.0,-0.1407911380640199
64,Audi A4 2.0 TDI Technology Edition,16.9,48000.0,Diesel,Automatic,1,2015.0,1968.0,5.0,0.26470500914205974
65,Audi Q3 2.0 TDI,13.9,69500.0,Diesel,Automatic,1,2012.0,1968.0,5.0,0.11264395393977991
66,BMW 5 Series 530d,15.0,71000.0,Diesel,Automatic,2,2012.0,2993.0,5.0,0.16839967418061585
67,Porsche Cayenne S Diesel,45.0,48894.0,Diesel,Automatic,1,2014.0,4134.0,5.0,1.6890102262034148
68,Maruti A-Star Zxi,1.53,46257.0,Petrol,Manual,3,2008.0,998.0,5.0,-0.5143544636776209
69,Ford Ecosport 1.5 DV5 MT Titanium,5.09,78264.0,Diesel,Manual,2,2015.0,1498.0,5.0,-0.3339086781709154
70,Honda Jazz 1.2 S AT i VTEC,5.46,42451.0,Petrol,Automatic,1,2016.0,1199.0,5.0,-0.3151544813626342
71,Volkswagen Vento Diesel Highline,2.73,131861.0,Diesel,Manual,2,2012.0,1598.0,5.0,-0.4535300415967089
72,Maruti Wagon R VXI BS IV,1.8,128004.0,Petrol,Manual,2,2012.0,998.0,5.0,-0.5006689687094157
73,Chevrolet Beat Diesel PS,1.1,150349.0,Diesel,Manual,1,2012.0,936.0,5.0,-0.5361498815899477
74,Maruti Wagon R VXI BS IV,3.69,29033.0,Petrol,Manual,1,2017.0,998.0,5.0,-0.4048705039319794
75,BMW 3 Series 320d Luxury Line,13.5,99000.0,Diesel,Automatic,1,2015.0,1995.0,5.0,0.09236914657947591
76,Renault KWID RXL,2.75,47000.0,Petrol,Manual,1,2018.0,799.0,5.0,-0.45251630122869374
77,Maruti Baleno 1.3 Sigma,5.5,35000.0,Diesel,Manual,1,2018.0,1248.0,5.0,-0.3131270006266038
78,Mercedes-Benz C-Class C 220 CDI BE COR,9.75,58000.0,Diesel,Automatic,1,2013.0,2143.0,5.0,-0.09770717242337396
79,Honda City S,4.0,48000.0,Petrol,Manual,1,2012.0,1497.0,5.0,-0.38915752822774374
80,Honda Amaze VX AT i-Vtech,4.75,45000.0,Petrol,Automatic,1,2014.0,1198.0,5.0,-0.3511422644271738
82,Hyundai EON D Lite,1.9,60000.0,Petrol,Manual,2,2012.0,814.0,5.0,-0.49560026686933967
83,Hyundai i20 Magna Optional 1.2,4.65,23000.0,Petrol,Manual,1,2014.0,1197.0,5.0,-0.35621096626724974
84,Hyundai Grand i10 1.2 Kappa Era,4.6,45000.0,Petrol,Manual,1,2019.0,1197.0,5.0,-0.3587453171872878
85,Hyundai i10 Magna 1.1L,3.25,45000.0,Petrol,Manual,1,2014.0,1086.0,5.0,-0.4271727920283137
86,Maruti Ertiga VDI,5.25,58000.0,Diesel,Manual,1,2013.0,1248.0,7.0,-0.3257987552267938
87,Hyundai i20 1.2 Spotz,6.25,48000.0,Petrol,Manual,1,2018.0,1197.0,5.0,-0.27511173682603385
88,BMW 2 Series 220i M Sport,40.0,18000.0,Petrol,Automatic,1,2021.0,1998.0,5.0,1.435575134199615
89,Skoda Kushaq 1.0 TSI Style 6 Airbags AT,16.75,16000.0,Petrol,Automatic,1,2022.0,999.0,5.0,0.2571019563819458
90,Honda City i-VTEC VX,10.0,24000.0,Petrol,Manual,1,2019.0,1497.0,5.0,-0.08503541782318397
91,MG Hector Plus Select Diesel MT 7 STR,17.9,36000.0,Diesel,Manual,1,2021.0,1956.0,7.0,0.3153920275428197
92,Jeep Compass 1.4 Limited Plus,13.9,35000.0,Petrol,Automatic,2,2019.0,1368.0,5.0,0.11264395393977991
93,Honda Amaze E Petrol BSIV,6.1,64000.0,Petrol,Manual,1,2019.0,1199.0,5.0,-0.2827147895861479
94,Maruti Vitara Brezza VDi,7.75,72000.0,Diesel,Manual,1,2017.0,1248.0,5.0,-0.1990812092248939
95,Hyundai Grand i10 Magna,4.6,29900.0,Petrol,Manual,1,2015.0,1197.0,5.0,-0.3587453171872878
96,Mahindra XUV700 AX5 Diesel AT,20.91,20000.0,Diesel,Automatic,1,2022.0,2198.0,5.0,0.46795995292910725
97,Tata Indigo VX BSIV,3.1,160000.0,Diesel,Manual,1,2013.0,1396.0,5.0,-0.43477584478842773
98,Tata Tiago XZ Plus,5.65,16000.0,Petrol,Manual,1,2020.0,1199.0,5.0,-0.3055239478664898
99,Honda WR-V i-VTEC VX,9.0,17000.0,Petrol,Manual,1,2019.0,1199.0,5.0,-0.13572243622394392
100,Lexus NX 300h,42.0,111000.0,Petrol,Automatic,1,2018.0,2499.0,5.0,1.536949171001135
101,Mercedes-Benz M-Class ML 250 CDI,28.5,38000.0,Diesel,Automatic,2,2015.0,2143.0,5.0,0.8526744225908754
102,Honda Jazz 1.5 SV i DTEC,5.5,32000.0,Diesel,Manual,1,2015.0,1498.0,5.0,-0.3131270006266038
103,Volkswagen Polo 1.2 MPI Comfortline,4.5,67000.0,Petrol,Manual,1,2015.0,1198.0,5.0,-0.36381401902736377
104,Ford Ecosport 1.5 Petrol Titanium AT,6.75,50000.0,Petrol,Automatic,1,2016.0,1496.0,5.0,-0.24976822762565384
105,Maruti Swift VDI BSIV,1.8,110000.0,Diesel,Manual,2,2010.0,1248.0,5.0,-0.5006689687094157
106,Hyundai Verna VTVT 1.6 AT EX,7.75,51000.0,Petrol,Automatic,1,2017.0,1591.0,5.0,-0.1990812092248939
107,Hyundai Grand i10 1.2 CRDi Sportz,5.5,83000.0,Diesel,Manual,1,2017.0,1186.0,5.0,-0.3131270006266038
108,Audi Q3 35 TDI Quattro Premium,24.0,38000.0,Diesel,Automatic,1,2016.0,1968.0,5.0,0.6245828397874555
109,Hyundai Creta 1.6 SX Automatic Diesel,13.25,58000.0,Diesel,Automatic,1,2018.0,1582.0,5.0,0.07969739197928592
110,Hyundai Creta 1.6 SX,11.0,36000.0,Petrol,Manual,1,2018.0,1591.0,5.0,-0.034348399422424
111,Volkswagen Vento 1.0 TSI Highline AT,10.5,23500.0,Petrol,Automatic,1,2020.0,999.0,5.0,-0.059691908622803984
112,Hyundai i20 1.2 Magna Executive,6.5,60000.0,Petrol,Manual,1,2017.0,1197.0,5.0,-0.26243998222584386
114,Skoda Superb LK 1.8 TSI AT,25.0,18000.0,Petrol,Automatic,1,2018.0,1798.0,5.0,0.6752698581882155
115,Honda Amaze V Petrol BSIV,6.0,36500.0,Petrol,Manual,1,2017.0,1199.0,5.0,-0.28778349142622384
116,Skoda Superb Sportline,31.0,25000.0,Petrol,Automatic,1,2021.0,1984.0,5.0,0.9793919685927753
117,Kia Seltos HTX IVT,15.75,20500.0,Petrol,Automatic,1,2020.0,1497.0,5.0,0.20641493798118585
118,Honda Amaze S i-Vtech,4.5,30000.0,Petrol,Manual,1,2015.0,1198.0,5.0,-0.36381401902736377
119,Hyundai i20 Magna 1.2,5.9,59000.0,Petrol,Manual,1,2017.0,1197.0,5.0,-0.2928521932662998
120,BMW X1 sDrive 20d xLine,14.5,80000.0,Diesel,Automatic,1,2014.0,1995.0,5.0,0.14305616498023588
121,Hyundai Xcent 1.2 CRDi E Plus,3.8,50000.0,Diesel,Manual,2,2017.0,1186.0,5.0,-0.3992949319078958
122,Tata Harrier XZAS Plus Kaziranga Edition AT,21.0,32000.0,Diesel,Automatic,1,2021.0,1956.0,5.0,0.47252178458517563
123,Hyundai i10 Era 1.1 iTech SE,2.61,120000.0,Petrol,Manual,2,2012.0,1086.0,5.0,-0.45961248380480013
124,Land Rover Discovery 2.0 R-Dynamic HSE,110.0,33000.0,Petrol,Automatic,1,2021.0,1997.0,7.0,4.983666422252813
125,Mini 3 DOOR Cooper S,42.0,6900.0,Petrol,Automatic,1,2019.0,1998.0,4.0,1.536949171001135
126,Tata Harrier XZA Plus Kaziranga Edition AT,22.5,4500.0,Diesel,Automatic,1,2022.0,1956.0,5.0,0.5485523121863156
127,Volvo S90 D4 Inscription BSIV,42.0,51000.0,Diesel,Automatic,1,2018.0,1969.0,5.0,1.536949171001135
128,Kia Seltos GTX Plus AT D,19.75,12000.0,Diesel,Automatic,1,2022.0,1493.0,5.0,0.4091630115842257
130,Maruti Vitara Brezza ZDi Plus,9.5,37000.0,Diesel,Manual,1,2018.0,1248.0,5.0,-0.11037892702356394
131,Hyundai Verna SX Opt Diesel,14.51,35000.0,Diesel,Manual,1,2021.0,1493.0,5.0,0.14356303516424346
132,Maruti Wagon R VXI Optional,3.0,80000.0,Petrol,Manual,2,2016.0,998.0,5.0,-0.4398445466285037
133,Hyundai Grand i10 Magna,4.6,60000.0,Petrol,Manual,1,2016.0,1197.0,5.0,-0.3587453171872878
134,Honda Amaze VX CVT,9.15,10000.0,Petrol,Automatic,1,2022.0,1199.0,5.0,-0.12811938346382992
135,Maruti Ignis Zeta AMT,5.5,59385.0,Petrol,Automatic,1,2019.0,1197.0,5.0,-0.3131270006266038
136,Jaguar XF 3.0 Litre S Premium Luxury,17.0,51000.0,Diesel,Automatic,2,2012.0,2993.0,5.0,0.2697737109821358
137,Mahindra XUV500 AT W6 1.99 mHawk,9.9,74000.0,Diesel,Automatic,1,2017.0,1997.0,7.0,-0.09010411966325994
138,Tata Nexon 1.2 Revotron XMA,8.51,29000.0,Petrol,Automatic,1,2020.0,1198.0,5.0,-0.16055907524031632
139,Jeep Compass Model S 4X4 Diesel AT,27.5,12200.0,Diesel,Automatic,1,2021.0,1956.0,5.0,0.8019874041901154
140,Hyundai Grand i10 1.2 Kappa Sportz Option AT,5.5,40000.0,Petrol,Automatic,3,2019.0,1197.0,5.0,-0.3131270006266038
141,Hyundai Verna CRDi 1.6 SX,9.51,58000.0,Diesel,Manual,1,2018.0,1582.0,5.0,-0.10987205683955636
142,Toyota Innova Crysta 2.8 ZX AT BSIV,19.9,75000.0,Diesel,Automatic,2,2019.0,2755.0,7.0,0.4167660643443396
143,Land Rover Discovery Sport TD4 HSE 7S,35.5,72000.0,Diesel,Automatic,1,2018.0,1999.0,7.0,1.2074835513961952
144,Ford Aspire 1.2 Ti-VCT Titanium,5.5,23400.0,Petrol,Manual,1,2017.0,1196.0,5.0,-0.3131270006266038
145,Ford Aspire 1.2 Ti-VCT Ambiente,3.9,59300.0,Petrol,Manual,1,2017.0,1196.0,5.0,-0.39422623006781976
146,Hyundai Creta 1.4 CRDi S,8.9,72000.0,Diesel,Manual,1,2016.0,1396.0,5.0,-0.1407911380640199
147,Maruti Swift Dzire LDI,4.51,67000.0,Diesel,Manual,1,2017.0,1248.0,5.0,-0.3633071488433562
148,Honda Amaze S CVT i-VTEC,7.25,33500.0,Petrol,Automatic,1,2018.0,1199.0,5.0,-0.22442471842527387
149,Hyundai Creta SX Executive,12.75,17000.0,Petrol,Manual,2,2021.0,1497.0,5.0,0.05435388277890594
150,Volkswagen Ameo 1.5 TDI Highline AT,6.9,33000.0,Diesel,Automatic,1,2016.0,1498.0,5.0,-0.24216517486553985
151,Volkswagen Polo GT TSI,6.75,49000.0,Petrol,Automatic,1,2015.0,1197.0,5.0,-0.24976822762565384
152,Hyundai Grand i10 AT Asta,5.65,26000.0,Petrol,Automatic,1,2015.0,1197.0,5.0,-0.3055239478664898
153,Hyundai Venue SX Opt iMT,10.0,14500.0,Petrol,Manual,1,2020.0,998.0,5.0,-0.08503541782318397
154,Kia Seltos GTX Plus AT D,19.75,10000.0,Diesel,Automatic,1,2022.0,1493.0,5.0,0.4091630115842257
155,MG Hector Plus Sharp DCT,17.0,15001.0,Petrol,Automatic,1,2020.0,1451.0,6.0,0.2697737109821358
156,Skoda Octavia Elegance 1.8 TSI AT,9.75,55000.0,Petrol,Automatic,2,2015.0,1798.0,5.0,-0.09770717242337396
157,Toyota Corolla Altis G,6.5,38000.0,Petrol,Manual,1,2013.0,1798.0,5.0,-0.26243998222584386
158,Ford Endeavour 4x4 XLT,4.0,110000.0,Diesel,Manual,2,2005.0,2953.0,7.0,-0.38915752822774374
159,Honda Amaze S AT i-Vtech,4.75,65413.0,Petrol,Automatic,1,2013.0,1198.0,5.0,-0.3511422644271738
160,Honda Jazz Mode,2.8,45000.0,Petrol,Manual,2,2009.0,1198.0,5.0,-0.4499819503086557
161,Ford Figo 1.2P Trend MT,4.3,44000.0,Petrol,Manual,1,2017.0,1196.0,5.0,-0.3739514227075158
162,Hyundai Grand i10 1.2 Kappa Magna BSIV,4.9,40000.0,Petrol,Manual,1,2017.0,1197.0,5.0,-0.34353921166705975
163,Ford Ecosport 1.5 Petrol Titanium AT,6.51,49000.0,Petrol,Automatic,1,2016.0,1496.0,5.0,-0.2619331120418363
164,Mahindra Thar LX 4-Str Hard Top Diesel AT,17.51,19000.0,Diesel,Automatic,1,2022.0,2184.0,4.0,0.29562409036652343
165,Hyundai i20 Magna Optional 1.4 CRDi,3.91,56000.0,Diesel,Manual,2,2013.0,1396.0,5.0,-0.3937193598838121
167,Toyota Etios G,4.9,27680.0,Petrol,Manual,1,2013.0,1496.0,5.0,-0.34353921166705975
168,Kia Seltos GTX Plus AT D,18.25,27305.0,Diesel,Automatic,1,2021.0,1493.0,5.0,0.33313248398308576
169,BMW 3 Series 320d,33.0,10793.0,Diesel,Automatic,1,2019.0,1995.0,5.0,1.0807660053942951
170,BMW X3 xDrive 20d Luxury Line,56.0,12000.0,Diesel,Automatic,1,2020.0,1995.0,5.0,2.2465674286117743
171,MG Hector Sharp DCT,14.99,44000.0,Petrol,Automatic,1,2019.0,1451.0,5.0,0.16789280399660828
172,Kia Seltos HTK G,11.99,63000.0,Petrol,Manual,1,2020.0,1497.0,5.0,0.015831748794328377
173,Hyundai i20 Sportz Plus Diesel,6.5,87000.0,Diesel,Manual,1,2019.0,1396.0,5.0,-0.26243998222584386
174,Maruti Alto LXi,1.9,61000.0,Petrol,Manual,1,2010.0,796.0,5.0,-0.49560026686933967
175,Hyundai i20 Sportz Option 1.4 CRDi,6.25,72000.0,Diesel,Manual,1,2016.0,1396.0,5.0,-0.27511173682603385
176,Audi A4 2.0 TDI Multitronic,16.51,70000.0,Diesel,Automatic,1,2015.0,1968.0,5.0,0.24493707196576348
177,Nissan Micra Diesel XV,2.25,58000.0,Diesel,Manual,2,2012.0,1461.0,5.0,-0.4778598104290737
178,Honda Jazz Active,1.3,90000.0,Petrol,Manual,3,2009.0,1198.0,5.0,-0.5260124779097957
179,Honda City VX MT,12.5,19000.0,Petrol,Manual,1,2022.0,1497.0,5.0,0.04168212817871595
180,Toyota Corolla Altis G AT,9.25,72159.0,Petrol,Automatic,1,2014.0,1798.0,5.0,-0.12305068162375395
181,Ford Ecosport 1.5 DV5 MT Titanium,5.9,78000.0,Diesel,Manual,1,2015.0,1498.0,5.0,-0.2928521932662998
182,Ford Ecosport 1.5 Diesel Titanium BSIV,6.9,58000.0,Diesel,Manual,1,2018.0,1498.0,5.0,-0.24216517486553985
183,Ford Ecosport 1.5 Diesel Titanium Plus BSIV,8.9,72000.0,Diesel,Manual,1,2018.0,1498.0,5.0,-0.1407911380640199
184,Land Rover Range Rover Evoque 2.0 TD4 SE,42.5,56000.0,Diesel,Automatic,1,2018.0,1999.0,5.0,1.562292680201515
185,Nissan Micra Diesel XV,2.9,73000.0,Diesel,Manual,1,2012.0,1461.0,5.0,-0.4449132484685797
186,Hyundai Creta 1.6 VTVT S,8.9,28840.0,Petrol,Manual,1,2016.0,1591.0,5.0,-0.1407911380640199
187,Maruti Swift Dzire AMT ZXI,6.9,51500.0,Petrol,Automatic,1,2019.0,1197.0,5.0,-0.24216517486553985
188,Maruti S-Presso VXI Plus AT 2019-2022,4.8,41370.0,Petrol,Automatic,1,2020.0,998.0,5.0,-0.34860791350713577
189,Hyundai Creta 1.6 VTVT S,8.75,41266.0,Petrol,Manual,1,2016.0,1591.0,5.0,-0.1483941908241339
190,Hyundai Verna VTVT 1.6 AT SX Option,9.9,31740.0,Petrol,Automatic,1,2018.0,1591.0,5.0,-0.09010411966325994
191,Maruti Ciaz VXi Plus,6.15,77876.0,Petrol,Manual,1,2015.0,1373.0,5.0,-0.2801804386661098
192,Skoda Kushaq 1.5 TSI Style,20.5,9500.0,Petrol,Manual,1,2022.0,1498.0,5.0,0.44717827538479565
193,Hyundai Grand i10 1.2 Kappa Sportz Option AT,6.25,28387.0,Petrol,Automatic,1,2019.0,1197.0,5.0,-0.27511173682603385
194,Mercedes-Benz M-Class ML 350 CDI,27.0,120000.0,Diesel,Automatic,2,2015.0,2987.0,5.0,0.7766438949897354
195,Hyundai Grand i10 Magna,4.5,20000.0,Petrol,Manual,2,2017.0,1197.0,5.0,-0.36381401902736377
196,Mercedes-Benz C-Class Progressive C 220d,42.5,30686.0,Diesel,Automatic,1,2020.0,1950.0,5.0,1.562292680201515
197,Tata Indica eV2 DL BSIII,1.0,120000.0,Diesel,Manual,2,2013.0,1396.0,5.0,-0.5412185834300236
198,Mahindra Bolero Power Plus SLE,6.0,184000.0,Diesel,Manual,2,2018.0,1493.0,7.0,-0.28778349142622384
199,Honda City 1.5 S AT,4.0,40000.0,Petrol,Automatic,1,2009.0,1497.0,5.0,-0.38915752822774374
200,Maruti Ciaz Delta Diesel,6.25,55000.0,Diesel,Manual,1,2015.0,1248.0,5.0,-0.27511173682603385
201,Hyundai Grand i10 1.2 Kappa Sportz Option,5.75,38000.0,Petrol,Manual,1,2019.0,1197.0,5.0,-0.3004552460264138
202,Audi Q3 30 TFSI Premium FWD,23.5,40000.0,Petrol,Automatic,1,2017.0,1395.0,5.0,0.5992393305870756
203,Hyundai Santro GS zipDrive - Euro II,1.35,60000.0,Petrol,Manual,2,2006.0,999.0,5.0,-0.5234781269897577
204,Mahindra Bolero SLX,3.0,110000.0,Diesel,Manual,3,2009.0,2523.0,7.0,-0.4398445466285037
205,Maruti Swift LDI,2.1,143000.0,Diesel,Manual,2,2011.0,1248.0,5.0,-0.4854628631891877
207,Mahindra KUV 100 mFALCON D75 K4 Plus,4.75,58000.0,Diesel,Manual,1,2017.0,1198.0,6.0,-0.3511422644271738
208,Honda City i VTEC SV,5.5,65000.0,Petrol,Manual,2,2014.0,1497.0,5.0,-0.3131270006266038
209,Tata Harrier XZ Plus,17.0,50000.0,Diesel,Manual,1,2021.0,1956.0,5.0,0.2697737109821358
210,Tata Zest Revotron 1.2 XT,3.49,55000.0,Petrol,Manual,1,2015.0,1193.0,5.0,-0.41500790761213135
211,Land Rover Discovery Sport R-Dynamic SE Diesel,70.0,19500.0,Diesel,Automatic,1,2021.0,1999.0,7.0,2.956185686222414
212,Mahindra XUV500 AT W10 FWD,9.25,78000.0,Diesel,Automatic,2,2016.0,2179.0,7.0,-0.12305068162375395
214,Honda City V MT,3.9,58000.0,Petrol,Manual,1,2010.0,1497.0,5.0,-0.39422623006781976
215,Mahindra XUV500 W10 2WD,10.25,91000.0,Diesel,Manual,1,2017.0,2179.0,7.0,-0.07236366322299398
216,Mahindra XUV500 AT W10 1.99 mHawk,11.25,30000.0,Diesel,Automatic,1,2016.0,1997.0,7.0,-0.02167664482223401
217,Maruti Baleno 1.2 Zeta,7.25,44153.0,Petrol,Manual,1,2018.0,1197.0,5.0,-0.22442471842527387
218,Mercedes-Benz C-Class C 250d Avantgarde Edition C,34.5,21000.0,Diesel,Automatic,1,2018.0,2143.0,5.0,1.1567965329954353
219,Kia Seltos HTX G,14.0,19000.0,Petrol,Manual,1,2020.0,1497.0,5.0,0.1177126557798559
220,Hyundai Alcazar Signature Diesel AT,19.5,27300.0,Diesel,Automatic,1,2021.0,1493.0,6.0,0.3964912569840357
221,Skoda Superb Laurin & klement,34.0,31001.0,Petrol,Automatic,1,2021.0,1984.0,5.0,1.1314530237950553
222,Renault KWID 1.0 RXT,3.1,50000.0,Petrol,Manual,1,2017.0,999.0,5.0,-0.43477584478842773
223,Maruti Wagon R LXI BSII,1.3,77000.0,Petrol,Manual,2,2005.0,998.0,5.0,-0.5260124779097957
224,Maruti Swift Dzire AMT VXI,6.5,53000.0,Petrol,Automatic,1,2018.0,1197.0,5.0,-0.26243998222584386
225,Datsun RediGO S,2.75,20000.0,Petrol,Manual,1,2017.0,799.0,5.0,-0.45251630122869374
226,Honda Brio S Option MT,3.5,72000.0,Petrol,Manual,1,2013.0,1198.0,5.0,-0.4145010374281237
227,Hyundai Creta 1.6 VTVT S,8.9,26000.0,Petrol,Manual,1,2016.0,1591.0,5.0,-0.1407911380640199
